加工顺序,xi_um,median_depth_um
101,-10.1247456,0.02611802589
101,-9.805885879,0.05153733816
101,-9.487026161,0.04334778484
101,-9.168166442,0.04334671649
101,-8.849306723,0.03390555589
101,-8.530447004,0.01001771477
101,-8.211587285,0.004039683945
101,-7.892727567,0.0002632294713
101,-7.573867848,0.0146971982
101,-7.255008129,0.00826247316
101,-6.93614841,0.01624726193
101,-6.617288691,0.0233006348
101,-6.298428973,0.03533822946
101,-5.979569254,0.07927306231
101,-5.660709535,0.06751867819
101,-5.341849816,0.1079949322
101,-5.022990097,0.1657099025
101,-4.704130379,0.2957779356
101,-4.38527066,0.6305373345
101,-4.066410941,1.466355933
101,-3.747551222,2.211856575
101,-3.428691503,3.29370538
101,-3.109831785,4.512814577
101,-2.790972066,5.554320199
101,-2.472112347,6.579257895
101,-2.153252628,7.639935375
101,-1.834392909,8.579646312
101,-1.515533191,9.424138551
101,-1.196673472,9.940994583
101,-0.877813753,10.29653402
101,-0.5589540342,10.13000455
101,-0.2400943154,10.22550808
101,0.07876540343,9.927607114
101,0.3976251222,9.571730868
101,0.716484841,9.241974948
101,1.03534456,8.934212288
101,1.354204279,8.549992014
101,1.673063997,8.098893397
101,1.991923716,7.343915006
101,2.310783435,6.681615572
101,2.629643154,5.816342136
101,2.948502873,5.058274059
101,3.267362591,3.999483105
101,3.58622231,3.086842814
101,3.905082029,2.275448894
101,4.223941748,1.580714425
101,4.542801467,0.9993976782
101,4.861661185,0.4244767952
101,5.180520904,0.2086658687
101,5.499380623,0.09741771303
101,5.818240342,0.08450351676
101,6.137100061,0.05866322587
101,6.455959779,0.06629132042
101,6.774819498,0.02444735206
101,7.093679217,0.03549576826
101,7.412538936,0.002992255715
101,7.731398655,0.004442866763
101,8.050258373,0.002735655239
101,8.369118092,0.002735655239
104,-10.3727349,0.07288356661
104,-10.05650201,0.07288356661
104,-9.740269114,0.07677531106
104,-9.424036219,0.06770240919
104,-9.107803324,0.06770240919
104,-8.791570429,0.06953582996
104,-8.475337534,0.05074500619
104,-8.159104639,0.06808115424
104,-7.842871744,0.05240347932
104,-7.526638848,0.06195563236
104,-7.210405953,0.04132979441
104,-6.894173058,0.05617735284
104,-6.577940163,0.07042609151
104,-6.261707268,0.06372116784
104,-5.945474373,0.06773705834
104,-5.629241478,0.06247754007
104,-5.313008583,0.08004747133
104,-4.996775688,0.1346266629
104,-4.680542792,0.2465465928
104,-4.364309897,0.5342084586
104,-4.048077002,0.9546022532
104,-3.731844107,1.405458728
104,-3.415611212,1.923980201
104,-3.099378317,2.636443508
104,-2.783145422,3.554102442
104,-2.466912527,4.63304445
104,-2.150679632,5.812983858
104,-1.834446737,6.924118408
104,-1.518213841,7.903128487
104,-1.201980946,8.897264789
104,-0.8857480512,9.694198751
104,-0.5695151561,10.2784644
104,-0.253282261,10.59521487
104,0.06295063412,10.84794431
104,0.3791835292,10.9367296
104,0.6954164243,10.85689225
104,1.011649319,10.63406162
104,1.327882215,10.47054656
104,1.64411511,10.1703344
104,1.960348005,9.154616576
104,2.2765809,7.295555481
104,2.592813795,5.34878304
104,2.90904669,3.421594787
104,3.225279585,2.06763487
104,3.54151248,1.136139243
104,3.857745375,0.658183229
104,4.173978271,0.2649910033
104,4.490211166,0.1145436246
104,4.806444061,0.1209273601
104,5.122676956,0.07741430556
104,5.438909851,0.0774631631
104,5.755142746,0.0766011815
104,6.071375641,0.08935050876
104,6.387608536,0.09907151736
104,6.703841431,0.06072256132
104,7.020074326,0.06207275273
104,7.336307222,0.06398829818
104,7.652540117,0.07753661787
104,7.968773012,0.06440325364
104,8.285005907,0.05151156132
104,8.601238802,0.05135256352
104,8.917471697,0.05151156132
104,9.233704592,0.05524651918
104,9.549937487,0.05524651918
116,-10.85932475,-0.002186246715
116,-10.54556178,-0.002186246715
116,-10.23179881,-0.002186246715
116,-9.918035844,0.01513855311
116,-9.604272875,0.01522257865
116,-9.290509907,0.01522257865
116,-8.976746938,0.03655674201
116,-8.66298397,0.05566073253
116,-8.349221001,0.06193390014
116,-8.035458033,0.07638404401
116,-7.721695064,0.03972934697
116,-7.407932096,0.0912423735
116,-7.094169128,0.1230078581
